,Email Text,Email Type
989,"Dear Morgan, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
990,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
991,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
992,You have a new secure message from your bank. Click here to read it.,Phishing Email
993,"Hi John, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
994,You have a new secure message from your bank. Click here to read it.,Phishing Email
995,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
996,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
997,"Dear Taylor, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
998,"Dear Chris, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
999,"Hi John, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1000,You have a new secure message from your bank. Click here to read it.,Phishing Email
1001,"Hi Morgan, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1002,"Hi Jane, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1003,"Hello Chris, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
1004,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1005,"Dear Sam, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1006,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1007,"Dear Jordan, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1008,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1009,"Dear Casey, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1010,Congratulations! You've won a $1000 gift card. Click here to claim your prize.,Phishing Email
1011,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1012,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1013,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1014,"Hi Casey, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1015,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1016,"Dear Drew, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1017,"Dear Jordan, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1018,"Hi Jane, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1019,Reminder: Our meeting is scheduled for tomorrow at 4 PM. Please be prepared with your updates.,Safe Email
1020,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1021,"Hi Morgan, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1022,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1023,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1024,"Hello Sam, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
1025,"Hi Alex, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1026,"Hi Morgan, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1027,Reminder: Our meeting is scheduled for tomorrow at 1 PM. Please be prepared with your updates.,Safe Email
1028,Important: Update your email account settings to avoid service interruption.,Phishing Email
1029,"Hi Morgan, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1030,Reminder: Our meeting is scheduled for tomorrow at 4 PM. Please be prepared with your updates.,Safe Email
1031,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1032,Congratulations! You've won a $500 gift card. Click here to claim your prize.,Phishing Email
1033,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1034,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1035,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1036,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1037,"Dear Taylor, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1038,"Hi Sam, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1039,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1040,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1041,"Dear Jane, thank you for your purchase. Your order will be shipped soon.",Safe Email
1042,Reminder: Our meeting is scheduled for tomorrow at 4 PM. Please be prepared with your updates.,Safe Email
1043,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1044,"Dear Drew, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1045,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1046,"Hi Casey, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1047,"Hi Jordan, please find the attached report for this month's performance review.",Safe Email
1048,"Dear Jordan, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1049,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1050,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1051,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1052,"Dear Drew, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1053,You have a new secure message from your bank. Click here to read it.,Phishing Email
1054,Congratulations! You've won a $500 gift card. Click here to claim your prize.,Phishing Email
1055,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1056,"Dear John, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1057,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1058,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1059,Reminder: Our meeting is scheduled for tomorrow at 1 PM. Please be prepared with your updates.,Safe Email
1060,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1061,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1062,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1063,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1064,"Dear Casey, thank you for your purchase. Your order will be shipped soon.",Safe Email
1065,You have a new secure message from your bank. Click here to read it.,Phishing Email
1066,"Hello John, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
1067,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
1068,"Dear Jane, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1069,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1070,"Hi Morgan, please find the attached report for this month's performance review.",Safe Email
1071,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1072,Reminder: Our meeting is scheduled for tomorrow at 1 PM. Please be prepared with your updates.,Safe Email
1073,You have a new secure message from your bank. Click here to read it.,Phishing Email
1074,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
1075,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
1076,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1077,"Dear Taylor, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1078,"Dear Sam, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1079,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1080,Reminder: Our meeting is scheduled for tomorrow at 3 PM. Please be prepared with your updates.,Safe Email
1081,"Hi Sam, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1082,Important: Update your email account settings to avoid service interruption.,Phishing Email
1083,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1084,Important: Update your email account settings to avoid service interruption.,Phishing Email
1085,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1086,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1087,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1088,"Dear Chris, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1089,Important: Update your email account settings to avoid service interruption.,Phishing Email
1090,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
1091,"Dear Drew, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1092,"Hi Jane, please find the attached report for this month's performance review.",Safe Email
1093,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1094,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1095,"Dear Morgan, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1096,"Hi Jordan, please find the attached report for this month's performance review.",Safe Email
1097,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1098,Congratulations! You've won a $3000 gift card. Click here to claim your prize.,Phishing Email
1099,"Dear Taylor, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1100,Congratulations! You've won a $500 gift card. Click here to claim your prize.,Phishing Email
1101,You have a new secure message from your bank. Click here to read it.,Phishing Email
1102,You have a new secure message from your bank. Click here to read it.,Phishing Email
1103,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1104,"Dear Drew, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1105,"Hi Jane, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1106,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1107,"Hi Jane, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1108,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1109,You have a new secure message from your bank. Click here to read it.,Phishing Email
1110,"Hello Morgan, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
1111,"Hi Sam, please find the attached report for this month's performance review.",Safe Email
1112,Important: Update your email account settings to avoid service interruption.,Phishing Email
1113,Congratulations! You've won a $500 gift card. Click here to claim your prize.,Phishing Email
1114,"Hi John, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1115,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1116,"Dear Morgan, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1117,"Hello Jane, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
1118,"Hello Casey, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
1119,"Hi Morgan, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1120,"Hi Chris, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1121,"Dear Alex, thank you for your purchase. Your order will be shipped soon.",Safe Email
1122,Congratulations! You've won a $1000 gift card. Click here to claim your prize.,Phishing Email
1123,Congratulations! You've won a $1500 gift card. Click here to claim your prize.,Phishing Email
1124,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1125,"Dear Taylor, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1126,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1127,"Hello Taylor, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
1128,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1129,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1130,You have a new secure message from your bank. Click here to read it.,Phishing Email
1131,Reminder: Our meeting is scheduled for tomorrow at 10 AM. Please be prepared with your updates.,Safe Email
1132,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1133,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1134,"Hello Drew, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
1135,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1136,Congratulations! You've won a $1500 gift card. Click here to claim your prize.,Phishing Email
1137,Congratulations! You've won a $3000 gift card. Click here to claim your prize.,Phishing Email
1138,"Dear Alex, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1139,"Dear Alex, thank you for your purchase. Your order will be shipped soon.",Safe Email
1140,Important: Update your email account settings to avoid service interruption.,Phishing Email
1141,Important: Update your email account settings to avoid service interruption.,Phishing Email
1142,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
1143,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1144,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1145,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1146,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1147,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
1148,"Dear Casey, thank you for your purchase. Your order will be shipped soon.",Safe Email
1149,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1150,You have a new secure message from your bank. Click here to read it.,Phishing Email
1151,"Hi Jordan, please find the attached report for this month's performance review.",Safe Email
1152,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1153,"Dear Casey, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1154,Reminder: Our meeting is scheduled for tomorrow at 10 AM. Please be prepared with your updates.,Safe Email
1155,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1156,"Dear Jordan, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1157,"Hi Taylor, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1158,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1159,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1160,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1161,"Dear Alex, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1162,"Dear Jane, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1163,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1164,"Hi Sam, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1165,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1166,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1167,"Dear Casey, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1168,"Dear Sam, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1169,"Dear Jane, thank you for your purchase. Your order will be shipped soon.",Safe Email
1170,Reminder: Our meeting is scheduled for tomorrow at 4 PM. Please be prepared with your updates.,Safe Email
1171,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1172,"Dear Sam, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1173,"Dear Casey, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1174,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1175,You have a new secure message from your bank. Click here to read it.,Phishing Email
1176,Congratulations! You've won a $2000 gift card. Click here to claim your prize.,Phishing Email
1177,"Dear Jane, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1178,"Hi Jane, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1179,"Dear Jordan, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1180,You have a new secure message from your bank. Click here to read it.,Phishing Email
1181,Reminder: Our meeting is scheduled for tomorrow at 4 PM. Please be prepared with your updates.,Safe Email
1182,"Dear Jane, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1183,"Dear Casey, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1184,"Dear Drew, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1185,"Dear Taylor, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1186,"Dear Drew, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1187,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
1188,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1189,Reminder: Our meeting is scheduled for tomorrow at 4 PM. Please be prepared with your updates.,Safe Email
1190,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1191,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1192,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1193,"Hello Casey, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
1194,Reminder: Our meeting is scheduled for tomorrow at 2 PM. Please be prepared with your updates.,Safe Email
1195,"Hi Drew, please find the attached report for this month's performance review.",Safe Email
1196,"Dear Chris, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1197,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1198,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1199,"Dear Casey, thank you for your purchase. Your order will be shipped soon.",Safe Email
1200,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1201,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1202,"Dear Jordan, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1203,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1204,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1205,Reminder: Our meeting is scheduled for tomorrow at 2 PM. Please be prepared with your updates.,Safe Email
1206,"Dear John, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1207,"Hi Jane, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1208,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
1209,Reminder: Our meeting is scheduled for tomorrow at 1 PM. Please be prepared with your updates.,Safe Email
1210,"Dear John, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1211,"Hi Sam, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1212,"Hi Sam, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1213,"Dear Drew, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1214,Important: Update your email account settings to avoid service interruption.,Phishing Email
1215,Congratulations! You've won a $2000 gift card. Click here to claim your prize.,Phishing Email
1216,"Hi Casey, please find the attached report for this month's performance review.",Safe Email
1217,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1218,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1219,"Dear Chris, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1220,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1221,"Dear Jordan, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1222,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1223,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1224,"Dear Casey, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1225,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1226,Reminder: Our meeting is scheduled for tomorrow at 4 PM. Please be prepared with your updates.,Safe Email
1227,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1228,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1229,Reminder: Our meeting is scheduled for tomorrow at 2 PM. Please be prepared with your updates.,Safe Email
1230,Congratulations! You've won a $2000 gift card. Click here to claim your prize.,Phishing Email
1231,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1232,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1233,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1234,"Dear Casey, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1235,Reminder: Our meeting is scheduled for tomorrow at 1 PM. Please be prepared with your updates.,Safe Email
1236,Congratulations! You've won a $500 gift card. Click here to claim your prize.,Phishing Email
1237,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1238,"Hi Morgan, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1239,"Hi Sam, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1240,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1241,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1242,"Dear Casey, thank you for your purchase. Your order will be shipped soon.",Safe Email
1243,"Hi Casey, please find the attached report for this month's performance review.",Safe Email
1244,"Hi Morgan, please find the attached report for this month's performance review.",Safe Email
1245,Reminder: Our meeting is scheduled for tomorrow at 4 PM. Please be prepared with your updates.,Safe Email
1246,"Hi Morgan, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1247,"Dear Sam, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1248,Congratulations! You've won a $1500 gift card. Click here to claim your prize.,Phishing Email
1249,"Dear Jordan, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1250,"Dear Jordan, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1251,You have a new secure message from your bank. Click here to read it.,Phishing Email
1252,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1253,"Hi Taylor, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1254,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1255,"Dear Chris, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1256,Important: Update your email account settings to avoid service interruption.,Phishing Email
1257,"Dear John, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1258,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1259,Important: Update your email account settings to avoid service interruption.,Phishing Email
1260,You have a new secure message from your bank. Click here to read it.,Phishing Email
1261,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1262,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1263,"Dear Taylor, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1264,"Hello Casey, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
1265,"Dear John, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1266,"Hi Casey, please find the attached report for this month's performance review.",Safe Email
1267,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1268,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1269,Important: Update your email account settings to avoid service interruption.,Phishing Email
1270,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1271,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1272,Reminder: Our meeting is scheduled for tomorrow at 10 AM. Please be prepared with your updates.,Safe Email
1273,"Dear Alex, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1274,Reminder: Our meeting is scheduled for tomorrow at 10 AM. Please be prepared with your updates.,Safe Email
1275,Reminder: Our meeting is scheduled for tomorrow at 4 PM. Please be prepared with your updates.,Safe Email
1276,"Dear Alex, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1277,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1278,"Hello Jane, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
1279,"Hi Morgan, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1280,"Dear John, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1281,"Dear Alex, thank you for your purchase. Your order will be shipped soon.",Safe Email
1282,You have a new secure message from your bank. Click here to read it.,Phishing Email
1283,"Dear Morgan, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1284,"Dear Drew, thank you for your purchase. Your order will be shipped soon.",Safe Email
1285,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1286,"Dear Casey, thank you for your purchase. Your order will be shipped soon.",Safe Email
1287,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
1288,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1289,Congratulations! You've won a $1500 gift card. Click here to claim your prize.,Phishing Email
1290,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1291,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1292,"Dear Jane, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1293,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1294,"Hi Morgan, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1295,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1296,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1297,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1298,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1299,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1300,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1301,"Hello Taylor, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
1302,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1303,"Hi John, please find the attached report for this month's performance review.",Safe Email
1304,"Dear Jane, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1305,"Dear Chris, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1306,Reminder: Our meeting is scheduled for tomorrow at 10 AM. Please be prepared with your updates.,Safe Email
1307,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1308,Important: Update your email account settings to avoid service interruption.,Phishing Email
1309,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
1310,"Hi Jordan, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1311,Reminder: Our meeting is scheduled for tomorrow at 3 PM. Please be prepared with your updates.,Safe Email
1312,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1313,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1314,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1315,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
1316,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1317,"Dear Drew, thank you for your purchase. Your order will be shipped soon.",Safe Email
1318,Congratulations! You've won a $500 gift card. Click here to claim your prize.,Phishing Email
1319,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1320,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1321,You have a new secure message from your bank. Click here to read it.,Phishing Email
1322,"Dear Drew, thank you for your purchase. Your order will be shipped soon.",Safe Email
1323,"Hi Casey, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1324,"Dear Sam, thank you for your purchase. Your order will be shipped soon.",Safe Email
1325,"Dear Chris, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1326,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1327,"Dear John, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1328,Congratulations! You've won a $1000 gift card. Click here to claim your prize.,Phishing Email
1329,"Dear Morgan, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1330,"Dear Jordan, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1331,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1332,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1333,Important: Update your email account settings to avoid service interruption.,Phishing Email
1334,"Dear John, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1335,Congratulations! You've won a $2000 gift card. Click here to claim your prize.,Phishing Email
1336,Important: Update your email account settings to avoid service interruption.,Phishing Email
1337,"Hi Drew, please find the attached report for this month's performance review.",Safe Email
1338,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1339,Congratulations! You've won a $1000 gift card. Click here to claim your prize.,Phishing Email
1340,Reminder: Our meeting is scheduled for tomorrow at 2 PM. Please be prepared with your updates.,Safe Email
1341,You have a new secure message from your bank. Click here to read it.,Phishing Email
1342,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1343,Reminder: Our meeting is scheduled for tomorrow at 10 AM. Please be prepared with your updates.,Safe Email
1344,"Hello Casey, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
1345,Important: Update your email account settings to avoid service interruption.,Phishing Email
1346,Congratulations! You've won a $2000 gift card. Click here to claim your prize.,Phishing Email
