id,cleaned_email,isPhishing
1013,please find attached the minutes from our last meeting let me know if you have any questions,0
1014,your subscription is about to expire renew now to continue enjoying our services,1
1015,hi casey it was great meeting you at the conference lets catch up for coffee next week,0
1016,alert unusual login attempt detected verify your account by clicking here,1
1017,dear drew we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1018,dear jordan your account has been compromised click the link to reset your password immediately,1
1019,hi jane just a reminder about the project deadline next friday lets ensure everything is on track,0
1020,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
1021,your subscription is about to expire renew now to continue enjoying our services,1
1022,hi morgan it was great meeting you at the conference lets catch up for coffee next week,0
1023,your subscription is about to expire renew now to continue enjoying our services,1
1024,alert unusual login attempt detected verify your account by clicking here,1
1025,hello sam here is your weekly update on the projects progress please review and provide feedback,0
1026,hi alex just a reminder about the project deadline next friday lets ensure everything is on track,0
1027,hi morgan just a reminder about the project deadline next friday lets ensure everything is on track,0
1028,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
1029,important update your email account settings to avoid service interruption,1
1030,hi morgan just a reminder about the project deadline next friday lets ensure everything is on track,0
1031,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
1032,we noticed some unusual activity in your account log in to review recent transactions,1
1033,congratulations youve won a  gift card click here to claim your prize,1
1034,we noticed some unusual activity in your account log in to review recent transactions,1
1035,your package delivery is pending please provide your personal information to confirm delivery,1
1036,your invoice is attached please review and pay promptly to avoid penalties,1
1037,your package delivery is pending please provide your personal information to confirm delivery,1
1038,dear taylor we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1039,hi sam it was great meeting you at the conference lets catch up for coffee next week,0
1040,your invoice is attached please review and pay promptly to avoid penalties,1
1041,alert unusual login attempt detected verify your account by clicking here,1
1042,dear jane thank you for your purchase your order will be shipped soon,0
1043,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
1044,alert unusual login attempt detected verify your account by clicking here,1
1045,dear drew we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1046,please find attached the minutes from our last meeting let me know if you have any questions,0
1047,hi casey it was great meeting you at the conference lets catch up for coffee next week,0
1048,hi jordan please find the attached report for this months performance review,0
1049,dear jordan your account has been compromised click the link to reset your password immediately,1
1050,your payment has been declined update your billing information to continue using our service,1
1051,your subscription is about to expire renew now to continue enjoying our services,1
1052,your payment has been declined update your billing information to continue using our service,1
1053,dear drew we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1054,you have a new secure message from your bank click here to read it,1
1055,congratulations youve won a  gift card click here to claim your prize,1
1056,your subscription is about to expire renew now to continue enjoying our services,1
1057,dear john we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1058,your package delivery is pending please provide your personal information to confirm delivery,1
1059,please find attached the minutes from our last meeting let me know if you have any questions,0
1060,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
1061,your subscription is about to expire renew now to continue enjoying our services,1
1062,we noticed some unusual activity in your account log in to review recent transactions,1
1063,your package delivery is pending please provide your personal information to confirm delivery,1
1064,alert unusual login attempt detected verify your account by clicking here,1
1065,dear casey thank you for your purchase your order will be shipped soon,0
1066,you have a new secure message from your bank click here to read it,1
1067,hello john here is your weekly update on the projects progress please review and provide feedback,0
1068,welcome to our newsletter stay tuned for the latest updates and offers,0
1069,dear jane we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1070,your payment has been declined update your billing information to continue using our service,1
1071,hi morgan please find the attached report for this months performance review,0
1072,your subscription is about to expire renew now to continue enjoying our services,1
1073,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
1074,you have a new secure message from your bank click here to read it,1
1075,welcome to our newsletter stay tuned for the latest updates and offers,0
1076,welcome to our newsletter stay tuned for the latest updates and offers,0
1077,please find attached the minutes from our last meeting let me know if you have any questions,0
1078,dear taylor your account has been compromised click the link to reset your password immediately,1
1079,dear sam your account has been compromised click the link to reset your password immediately,1
1080,your payment has been declined update your billing information to continue using our service,1
1081,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
1082,hi sam just a reminder about the project deadline next friday lets ensure everything is on track,0
1083,important update your email account settings to avoid service interruption,1
1084,your invoice is attached please review and pay promptly to avoid penalties,1
1085,important update your email account settings to avoid service interruption,1
1086,your payment has been declined update your billing information to continue using our service,1
1087,your invoice is attached please review and pay promptly to avoid penalties,1
1088,your subscription is about to expire renew now to continue enjoying our services,1
1089,dear chris we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1090,important update your email account settings to avoid service interruption,1
1091,welcome to our newsletter stay tuned for the latest updates and offers,0
1092,dear drew your subscription has been successfully renewed thank you for your continued support,0
1093,hi jane please find the attached report for this months performance review,0
1094,please find attached the minutes from our last meeting let me know if you have any questions,0
1095,we noticed some unusual activity in your account log in to review recent transactions,1
1096,dear morgan your account has been compromised click the link to reset your password immediately,1
1097,hi jordan please find the attached report for this months performance review,0
1098,your subscription is about to expire renew now to continue enjoying our services,1
1099,congratulations youve won a  gift card click here to claim your prize,1
1100,dear taylor we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1101,congratulations youve won a  gift card click here to claim your prize,1
1102,you have a new secure message from your bank click here to read it,1
1103,you have a new secure message from your bank click here to read it,1
1104,your subscription is about to expire renew now to continue enjoying our services,1
1105,dear drew your account has been compromised click the link to reset your password immediately,1
1106,hi jane it was great meeting you at the conference lets catch up for coffee next week,0
1107,your package delivery is pending please provide your personal information to confirm delivery,1
1108,hi jane just a reminder about the project deadline next friday lets ensure everything is on track,0
1109,alert unusual login attempt detected verify your account by clicking here,1
1110,you have a new secure message from your bank click here to read it,1
1111,hello morgan here is your weekly update on the projects progress please review and provide feedback,0
1112,hi sam please find the attached report for this months performance review,0
1113,important update your email account settings to avoid service interruption,1
1114,congratulations youve won a  gift card click here to claim your prize,1
1115,hi john it was great meeting you at the conference lets catch up for coffee next week,0
1116,we noticed some unusual activity in your account log in to review recent transactions,1
1117,dear morgan we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1118,hello jane here is your weekly update on the projects progress please review and provide feedback,0
1119,hello casey here is your weekly update on the projects progress please review and provide feedback,0
1120,hi morgan it was great meeting you at the conference lets catch up for coffee next week,0
1121,hi chris it was great meeting you at the conference lets catch up for coffee next week,0
1122,dear alex thank you for your purchase your order will be shipped soon,0
1123,congratulations youve won a  gift card click here to claim your prize,1
1124,congratulations youve won a  gift card click here to claim your prize,1
1125,we noticed some unusual activity in your account log in to review recent transactions,1
1126,dear taylor we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1127,please find attached the minutes from our last meeting let me know if you have any questions,0
1128,hello taylor here is your weekly update on the projects progress please review and provide feedback,0
1129,your package delivery is pending please provide your personal information to confirm delivery,1
1130,your package delivery is pending please provide your personal information to confirm delivery,1
1131,you have a new secure message from your bank click here to read it,1
1132,reminder our meeting is scheduled for tomorrow at  am please be prepared with your updates,0
1133,your payment has been declined update your billing information to continue using our service,1
1134,your subscription is about to expire renew now to continue enjoying our services,1
1135,hello drew here is your weekly update on the projects progress please review and provide feedback,0
1136,alert unusual login attempt detected verify your account by clicking here,1
1137,congratulations youve won a  gift card click here to claim your prize,1
1138,congratulations youve won a  gift card click here to claim your prize,1
1139,dear alex your account has been compromised click the link to reset your password immediately,1
1140,dear alex thank you for your purchase your order will be shipped soon,0
1141,important update your email account settings to avoid service interruption,1
1142,important update your email account settings to avoid service interruption,1
1143,welcome to our newsletter stay tuned for the latest updates and offers,0
1144,your payment has been declined update your billing information to continue using our service,1
1145,alert unusual login attempt detected verify your account by clicking here,1
1146,your subscription is about to expire renew now to continue enjoying our services,1
1147,your subscription is about to expire renew now to continue enjoying our services,1
1148,welcome to our newsletter stay tuned for the latest updates and offers,0
1149,dear casey thank you for your purchase your order will be shipped soon,0
1150,your package delivery is pending please provide your personal information to confirm delivery,1
1151,you have a new secure message from your bank click here to read it,1
1152,hi jordan please find the attached report for this months performance review,0
1153,alert unusual login attempt detected verify your account by clicking here,1
1154,dear casey we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1155,reminder our meeting is scheduled for tomorrow at  am please be prepared with your updates,0
1156,alert unusual login attempt detected verify your account by clicking here,1
1157,dear jordan your subscription has been successfully renewed thank you for your continued support,0
1158,hi taylor just a reminder about the project deadline next friday lets ensure everything is on track,0
1159,your payment has been declined update your billing information to continue using our service,1
1160,your payment has been declined update your billing information to continue using our service,1
1161,your package delivery is pending please provide your personal information to confirm delivery,1
1162,dear alex your account has been compromised click the link to reset your password immediately,1
1163,dear jane your subscription has been successfully renewed thank you for your continued support,0
1164,alert unusual login attempt detected verify your account by clicking here,1
1165,hi sam it was great meeting you at the conference lets catch up for coffee next week,0
1166,your subscription is about to expire renew now to continue enjoying our services,1
1167,alert unusual login attempt detected verify your account by clicking here,1
1168,dear casey your subscription has been successfully renewed thank you for your continued support,0
1169,dear sam we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1170,dear jane thank you for your purchase your order will be shipped soon,0
1171,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
1172,please find attached the minutes from our last meeting let me know if you have any questions,0
1173,dear sam your account has been compromised click the link to reset your password immediately,1
1174,dear casey your subscription has been successfully renewed thank you for your continued support,0
1175,your package delivery is pending please provide your personal information to confirm delivery,1
1176,you have a new secure message from your bank click here to read it,1
1177,congratulations youve won a  gift card click here to claim your prize,1
1178,dear jane we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1179,hi jane just a reminder about the project deadline next friday lets ensure everything is on track,0
1180,dear jordan your account has been compromised click the link to reset your password immediately,1
1181,you have a new secure message from your bank click here to read it,1
1182,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
1183,dear jane your account has been compromised click the link to reset your password immediately,1
1184,dear casey we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1185,dear drew your subscription has been successfully renewed thank you for your continued support,0
1186,dear taylor your subscription has been successfully renewed thank you for your continued support,0
1187,dear drew we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1188,welcome to our newsletter stay tuned for the latest updates and offers,0
1189,please find attached the minutes from our last meeting let me know if you have any questions,0
1190,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
1191,please find attached the minutes from our last meeting let me know if you have any questions,0
1192,your payment has been declined update your billing information to continue using our service,1
1193,your invoice is attached please review and pay promptly to avoid penalties,1
1194,hello casey here is your weekly update on the projects progress please review and provide feedback,0
1195,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
1196,hi drew please find the attached report for this months performance review,0
1197,dear chris your subscription has been successfully renewed thank you for your continued support,0
1198,alert unusual login attempt detected verify your account by clicking here,1
1199,your subscription is about to expire renew now to continue enjoying our services,1
1200,dear casey thank you for your purchase your order will be shipped soon,0
1201,your invoice is attached please review and pay promptly to avoid penalties,1
1202,your invoice is attached please review and pay promptly to avoid penalties,1
1203,dear jordan we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1204,alert unusual login attempt detected verify your account by clicking here,1
1205,please find attached the minutes from our last meeting let me know if you have any questions,0
1206,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
1207,dear john we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1208,hi jane just a reminder about the project deadline next friday lets ensure everything is on track,0
1209,welcome to our newsletter stay tuned for the latest updates and offers,0
1210,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
1211,dear john we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1212,hi sam it was great meeting you at the conference lets catch up for coffee next week,0
1213,hi sam it was great meeting you at the conference lets catch up for coffee next week,0
1214,dear drew we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1215,important update your email account settings to avoid service interruption,1
1216,congratulations youve won a  gift card click here to claim your prize,1
1217,hi casey please find the attached report for this months performance review,0
1218,we noticed some unusual activity in your account log in to review recent transactions,1
1219,we noticed some unusual activity in your account log in to review recent transactions,1
1220,dear chris we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1221,alert unusual login attempt detected verify your account by clicking here,1
1222,dear jordan your subscription has been successfully renewed thank you for your continued support,0
1223,your invoice is attached please review and pay promptly to avoid penalties,1
1224,we noticed some unusual activity in your account log in to review recent transactions,1
1225,dear casey we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1226,your package delivery is pending please provide your personal information to confirm delivery,1
1227,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
1228,your payment has been declined update your billing information to continue using our service,1
1229,we noticed some unusual activity in your account log in to review recent transactions,1
1230,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
1231,congratulations youve won a  gift card click here to claim your prize,1
1232,please find attached the minutes from our last meeting let me know if you have any questions,0
1233,your invoice is attached please review and pay promptly to avoid penalties,1
1234,please find attached the minutes from our last meeting let me know if you have any questions,0
1235,dear casey your subscription has been successfully renewed thank you for your continued support,0
1236,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
1237,congratulations youve won a  gift card click here to claim your prize,1
1238,your subscription is about to expire renew now to continue enjoying our services,1
1239,hi morgan it was great meeting you at the conference lets catch up for coffee next week,0
1240,hi sam just a reminder about the project deadline next friday lets ensure everything is on track,0
1241,please find attached the minutes from our last meeting let me know if you have any questions,0
1242,your payment has been declined update your billing information to continue using our service,1
1243,dear casey thank you for your purchase your order will be shipped soon,0
1244,hi casey please find the attached report for this months performance review,0
1245,hi morgan please find the attached report for this months performance review,0
1246,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
1247,hi morgan just a reminder about the project deadline next friday lets ensure everything is on track,0
1248,dear sam we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1249,congratulations youve won a  gift card click here to claim your prize,1
1250,dear jordan your account has been compromised click the link to reset your password immediately,1
1251,dear jordan we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1252,you have a new secure message from your bank click here to read it,1
1253,your invoice is attached please review and pay promptly to avoid penalties,1
1254,hi taylor it was great meeting you at the conference lets catch up for coffee next week,0
1255,we noticed some unusual activity in your account log in to review recent transactions,1
1256,dear chris your account has been compromised click the link to reset your password immediately,1
1257,important update your email account settings to avoid service interruption,1
1258,dear john we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1259,alert unusual login attempt detected verify your account by clicking here,1
1260,important update your email account settings to avoid service interruption,1
1261,you have a new secure message from your bank click here to read it,1
1262,your subscription is about to expire renew now to continue enjoying our services,1
1263,alert unusual login attempt detected verify your account by clicking here,1
1264,dear taylor your subscription has been successfully renewed thank you for your continued support,0
1265,hello casey here is your weekly update on the projects progress please review and provide feedback,0
1266,dear john your account has been compromised click the link to reset your password immediately,1
1267,hi casey please find the attached report for this months performance review,0
1268,we noticed some unusual activity in your account log in to review recent transactions,1
1269,your package delivery is pending please provide your personal information to confirm delivery,1
1270,important update your email account settings to avoid service interruption,1
1271,your invoice is attached please review and pay promptly to avoid penalties,1
1272,we noticed some unusual activity in your account log in to review recent transactions,1
1273,reminder our meeting is scheduled for tomorrow at  am please be prepared with your updates,0
1274,dear alex your subscription has been successfully renewed thank you for your continued support,0
1275,reminder our meeting is scheduled for tomorrow at  am please be prepared with your updates,0
1276,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
1277,dear alex your account has been compromised click the link to reset your password immediately,1
1278,alert unusual login attempt detected verify your account by clicking here,1
1279,hello jane here is your weekly update on the projects progress please review and provide feedback,0
1280,hi morgan just a reminder about the project deadline next friday lets ensure everything is on track,0
1281,dear john we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1282,dear alex thank you for your purchase your order will be shipped soon,0
1283,you have a new secure message from your bank click here to read it,1
1284,dear morgan your account has been compromised click the link to reset your password immediately,1
1285,dear drew thank you for your purchase your order will be shipped soon,0
1286,we noticed some unusual activity in your account log in to review recent transactions,1
1287,dear casey thank you for your purchase your order will be shipped soon,0
1288,welcome to our newsletter stay tuned for the latest updates and offers,0
1289,we noticed some unusual activity in your account log in to review recent transactions,1
1290,congratulations youve won a  gift card click here to claim your prize,1
1291,your payment has been declined update your billing information to continue using our service,1
1292,your package delivery is pending please provide your personal information to confirm delivery,1
1293,dear jane we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1294,please find attached the minutes from our last meeting let me know if you have any questions,0
1295,hi morgan just a reminder about the project deadline next friday lets ensure everything is on track,0
1296,your invoice is attached please review and pay promptly to avoid penalties,1
1297,alert unusual login attempt detected verify your account by clicking here,1
1298,your package delivery is pending please provide your personal information to confirm delivery,1
1299,alert unusual login attempt detected verify your account by clicking here,1
1300,please find attached the minutes from our last meeting let me know if you have any questions,0
1301,we noticed some unusual activity in your account log in to review recent transactions,1
1302,hello taylor here is your weekly update on the projects progress please review and provide feedback,0
1303,your invoice is attached please review and pay promptly to avoid penalties,1
1304,hi john please find the attached report for this months performance review,0
1305,dear jane we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1306,dear chris your subscription has been successfully renewed thank you for your continued support,0
1307,reminder our meeting is scheduled for tomorrow at  am please be prepared with your updates,0
1308,your invoice is attached please review and pay promptly to avoid penalties,1
1309,important update your email account settings to avoid service interruption,1
1310,welcome to our newsletter stay tuned for the latest updates and offers,0
1311,hi jordan just a reminder about the project deadline next friday lets ensure everything is on track,0
1312,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
1313,your package delivery is pending please provide your personal information to confirm delivery,1
1314,please find attached the minutes from our last meeting let me know if you have any questions,0
1315,your payment has been declined update your billing information to continue using our service,1
1316,welcome to our newsletter stay tuned for the latest updates and offers,0
1317,we noticed some unusual activity in your account log in to review recent transactions,1
1318,dear drew thank you for your purchase your order will be shipped soon,0
1319,congratulations youve won a  gift card click here to claim your prize,1
1320,your package delivery is pending please provide your personal information to confirm delivery,1
1321,your invoice is attached please review and pay promptly to avoid penalties,1
1322,you have a new secure message from your bank click here to read it,1
1323,dear drew thank you for your purchase your order will be shipped soon,0
1324,hi casey it was great meeting you at the conference lets catch up for coffee next week,0
1325,dear sam thank you for your purchase your order will be shipped soon,0
1326,dear chris your account has been compromised click the link to reset your password immediately,1
1327,your payment has been declined update your billing information to continue using our service,1
1328,dear john we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1329,congratulations youve won a  gift card click here to claim your prize,1
1330,dear morgan your account has been compromised click the link to reset your password immediately,1
1331,dear jordan your account has been compromised click the link to reset your password immediately,1
1332,your package delivery is pending please provide your personal information to confirm delivery,1
1333,your invoice is attached please review and pay promptly to avoid penalties,1
1334,important update your email account settings to avoid service interruption,1
1335,dear john your account has been compromised click the link to reset your password immediately,1
1336,congratulations youve won a  gift card click here to claim your prize,1
1337,important update your email account settings to avoid service interruption,1
1338,hi drew please find the attached report for this months performance review,0
1339,your payment has been declined update your billing information to continue using our service,1
1340,congratulations youve won a  gift card click here to claim your prize,1
1341,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
1342,you have a new secure message from your bank click here to read it,1
1343,please find attached the minutes from our last meeting let me know if you have any questions,0
1344,reminder our meeting is scheduled for tomorrow at  am please be prepared with your updates,0
1345,hello casey here is your weekly update on the projects progress please review and provide feedback,0
1346,important update your email account settings to avoid service interruption,1
1347,congratulations youve won a  gift card click here to claim your prize,1
1348,congratulations youve won a  gift card click here to claim your prize,1
1349,important update your email account settings to avoid service interruption,1
1350,dear morgan your subscription has been successfully renewed thank you for your continued support,0
1351,hello casey here is your weekly update on the projects progress please review and provide feedback,0
1352,hi alex please find the attached report for this months performance review,0
1353,alert unusual login attempt detected verify your account by clicking here,1
1354,dear chris thank you for your purchase your order will be shipped soon,0
1355,important update your email account settings to avoid service interruption,1
1356,hi alex it was great meeting you at the conference lets catch up for coffee next week,0
1357,please find attached the minutes from our last meeting let me know if you have any questions,0
1358,dear drew your account has been compromised click the link to reset your password immediately,1
1359,your invoice is attached please review and pay promptly to avoid penalties,1
1360,please find attached the minutes from our last meeting let me know if you have any questions,0
1361,we noticed some unusual activity in your account log in to review recent transactions,1
1362,alert unusual login attempt detected verify your account by clicking here,1
1363,your subscription is about to expire renew now to continue enjoying our services,1
1364,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
1365,hi casey just a reminder about the project deadline next friday lets ensure everything is on track,0
1366,hi casey it was great meeting you at the conference lets catch up for coffee next week,0
1367,alert unusual login attempt detected verify your account by clicking here,1
1368,dear alex thank you for your purchase your order will be shipped soon,0
1369,hi alex please find the attached report for this months performance review,0
1370,dear morgan we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1371,your invoice is attached please review and pay promptly to avoid penalties,1
1372,hi john it was great meeting you at the conference lets catch up for coffee next week,0
1373,your invoice is attached please review and pay promptly to avoid penalties,1
1374,dear taylor we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1375,hi sam just a reminder about the project deadline next friday lets ensure everything is on track,0
1376,dear jane we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1377,important update your email account settings to avoid service interruption,1
1378,your invoice is attached please review and pay promptly to avoid penalties,1
1379,your payment has been declined update your billing information to continue using our service,1
1380,hi sam just a reminder about the project deadline next friday lets ensure everything is on track,0
1381,hi john please find the attached report for this months performance review,0
1382,hi john it was great meeting you at the conference lets catch up for coffee next week,0
1383,congratulations youve won a  gift card click here to claim your prize,1
1384,alert unusual login attempt detected verify your account by clicking here,1
1385,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
1386,you have a new secure message from your bank click here to read it,1
1387,you have a new secure message from your bank click here to read it,1
1388,dear drew thank you for your purchase your order will be shipped soon,0
1389,your payment has been declined update your billing information to continue using our service,1
1390,your package delivery is pending please provide your personal information to confirm delivery,1
1391,dear morgan your subscription has been successfully renewed thank you for your continued support,0
1392,please find attached the minutes from our last meeting let me know if you have any questions,0
1393,please find attached the minutes from our last meeting let me know if you have any questions,0
1394,congratulations youve won a  gift card click here to claim your prize,1
1395,alert unusual login attempt detected verify your account by clicking here,1
1396,dear taylor thank you for your purchase your order will be shipped soon,0
1397,we noticed some unusual activity in your account log in to review recent transactions,1
1398,alert unusual login attempt detected verify your account by clicking here,1
1399,hello morgan here is your weekly update on the projects progress please review and provide feedback,0
1400,your invoice is attached please review and pay promptly to avoid penalties,1
1401,alert unusual login attempt detected verify your account by clicking here,1
1402,welcome to our newsletter stay tuned for the latest updates and offers,0
1403,you have a new secure message from your bank click here to read it,1
1404,dear taylor your subscription has been successfully renewed thank you for your continued support,0
1405,your payment has been declined update your billing information to continue using our service,1
1406,hello jordan here is your weekly update on the projects progress please review and provide feedback,0
1407,please find attached the minutes from our last meeting let me know if you have any questions,0
1408,hi morgan just a reminder about the project deadline next friday lets ensure everything is on track,0
1409,dear jordan your account has been compromised click the link to reset your password immediately,1
1410,dear jordan your subscription has been successfully renewed thank you for your continued support,0
1411,reminder our meeting is scheduled for tomorrow at  am please be prepared with your updates,0
1412,hi sam just a reminder about the project deadline next friday lets ensure everything is on track,0
1413,dear morgan we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1414,hi jordan please find the attached report for this months performance review,0
1415,your package delivery is pending please provide your personal information to confirm delivery,1
1416,we noticed some unusual activity in your account log in to review recent transactions,1
1417,you have a new secure message from your bank click here to read it,1
1418,your invoice is attached please review and pay promptly to avoid penalties,1
1419,your payment has been declined update your billing information to continue using our service,1
1420,important update your email account settings to avoid service interruption,1
1421,dear taylor your subscription has been successfully renewed thank you for your continued support,0
1422,hi taylor just a reminder about the project deadline next friday lets ensure everything is on track,0
1423,you have a new secure message from your bank click here to read it,1
1424,important update your email account settings to avoid service interruption,1
1425,hello casey here is your weekly update on the projects progress please review and provide feedback,0
1426,dear sam your account has been compromised click the link to reset your password immediately,1
1427,hi drew it was great meeting you at the conference lets catch up for coffee next week,0
1428,dear jane we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1429,your payment has been declined update your billing information to continue using our service,1
1430,hi drew just a reminder about the project deadline next friday lets ensure everything is on track,0
1431,your invoice is attached please review and pay promptly to avoid penalties,1
1432,congratulations youve won a  gift card click here to claim your prize,1
1433,your invoice is attached please review and pay promptly to avoid penalties,1
1434,hi jane just a reminder about the project deadline next friday lets ensure everything is on track,0
1435,your package delivery is pending please provide your personal information to confirm delivery,1
1436,you have a new secure message from your bank click here to read it,1
1437,hello drew here is your weekly update on the projects progress please review and provide feedback,0
1438,please find attached the minutes from our last meeting let me know if you have any questions,0
1439,hi morgan please find the attached report for this months performance review,0
1440,hi sam just a reminder about the project deadline next friday lets ensure everything is on track,0
1441,hi chris please find the attached report for this months performance review,0
1442,hello jane here is your weekly update on the projects progress please review and provide feedback,0
1443,please find attached the minutes from our last meeting let me know if you have any questions,0
1444,your invoice is attached please review and pay promptly to avoid penalties,1
1445,dear jordan we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1446,we noticed some unusual activity in your account log in to review recent transactions,1
1447,dear morgan we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1448,hello jordan here is your weekly update on the projects progress please review and provide feedback,0
1449,dear alex thank you for your purchase your order will be shipped soon,0
1450,hi john it was great meeting you at the conference lets catch up for coffee next week,0
1451,important update your email account settings to avoid service interruption,1
1452,you have a new secure message from your bank click here to read it,1
1453,dear taylor thank you for your purchase your order will be shipped soon,0
1454,welcome to our newsletter stay tuned for the latest updates and offers,0
1455,your payment has been declined update your billing information to continue using our service,1
1456,please find attached the minutes from our last meeting let me know if you have any questions,0
1457,your payment has been declined update your billing information to continue using our service,1
1458,hi casey please find the attached report for this months performance review,0
1459,dear morgan we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1460,dear morgan your subscription has been successfully renewed thank you for your continued support,0
1461,hi chris it was great meeting you at the conference lets catch up for coffee next week,0
1462,your package delivery is pending please provide your personal information to confirm delivery,1
1463,dear chris thank you for your purchase your order will be shipped soon,0
1464,please find attached the minutes from our last meeting let me know if you have any questions,0
1465,your subscription is about to expire renew now to continue enjoying our services,1
1466,dear sam thank you for your purchase your order will be shipped soon,0
1467,hello jane here is your weekly update on the projects progress please review and provide feedback,0
1468,your invoice is attached please review and pay promptly to avoid penalties,1
1469,congratulations youve won a  gift card click here to claim your prize,1
1470,hi sam it was great meeting you at the conference lets catch up for coffee next week,0
1471,dear jane we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1472,your subscription is about to expire renew now to continue enjoying our services,1
1473,your invoice is attached please review and pay promptly to avoid penalties,1
1474,your package delivery is pending please provide your personal information to confirm delivery,1
1475,dear drew thank you for your purchase your order will be shipped soon,0
1476,hi john it was great meeting you at the conference lets catch up for coffee next week,0
1477,dear jordan your account has been compromised click the link to reset your password immediately,1
1478,hello sam here is your weekly update on the projects progress please review and provide feedback,0
1479,your subscription is about to expire renew now to continue enjoying our services,1
1480,dear alex thank you for your purchase your order will be shipped soon,0
1481,you have a new secure message from your bank click here to read it,1
1482,dear taylor thank you for your purchase your order will be shipped soon,0
1483,please find attached the minutes from our last meeting let me know if you have any questions,0
1484,dear chris we are pleased to inform you about our upcoming webinar register now to secure your spot,0
1485,welcome to our newsletter stay tuned for the latest updates and offers,0
1486,hi chris just a reminder about the project deadline next friday lets ensure everything is on track,0
1487,you have a new secure message from your bank click here to read it,1
1488,your payment has been declined update your billing information to continue using our service,1
1489,dear jane thank you for your purchase your order will be shipped soon,0
1490,your package delivery is pending please provide your personal information to confirm delivery,1
1491,your invoice is attached please review and pay promptly to avoid penalties,1
1492,your payment has been declined update your billing information to continue using our service,1
1493,hi jane just a reminder about the project deadline next friday lets ensure everything is on track,0
1494,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
1495,hello taylor here is your weekly update on the projects progress please review and provide feedback,0
1496,dear chris thank you for your purchase your order will be shipped soon,0
1497,hi morgan just a reminder about the project deadline next friday lets ensure everything is on track,0
1498,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
